"ATYA_ID","Title","Repository","PrimaryContractOwner","DownstreamRepositories","ChildMigrationRequirement","ChildMigrationTasks","Priority","Phase","Type","Status","Evidence_Status","Confidence","Risk","Effort","Dependencies","AdvisoryPrerequisites","Related_Tasks","Issue_File","Origin","Implementation_State"
"ATYA-063","ATYA-063 — Mediator pipeline behaviors","Mediator","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Verified gap (no behavior seam; both models agree it's absent)","High","High","M","ATYA-062;ATYA-043","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-063-mediator-pipeline-behaviors.md","Fable (F-0024); resequenced after ECO-062 per [Review DIS-006]; GPT's P2 rejected per §6","No audit-driven completion claim"
"ATYA-064","ATYA-064 — Mediator notifications: feature or ratified non-goal","Mediator","","","","","P2","5 — Messaging, data, web, and diagnostics hardening","ADR","Blocked","Verified gap (Fable); GPT silent","High","Medium","M","ATYA-063","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-064-mediator-notifications-feature-or-ratified-non-goal.md","Fable (F-0025)","No audit-driven completion claim"
"ATYA-065","ATYA-065 — Make Data.Pagination internally coherent and immutable","Pagination","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Needs source inspection (single-source specifics); Strongly supported (max-page-size gap — Fable's review noted it without a task)","High","High","M","ATYA-008;ATYA-042","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-065-make-data-pagination-internally-coherent-and-immutable.md","GPT 5.6 SOL (S-0051); also closes Fable's unbacklogged review findings [Review §8.1 point 4]","No audit-driven completion claim"
"ATYA-066","ATYA-066 — Normalize Observation and OpenTelemetry options exactly once","Atya.Roadmap","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Contradicted between sources (SP-05; DIS-018) — verify first","High","High","M","ATYA-002","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-066-normalize-observation-and-opentelemetry-options-exactly-once.md","GPT 5.6 SOL (S-0043)","No audit-driven completion claim"
"ATYA-067","ATYA-067 — OpenTelemetry: remove silent options, add production controls","OpenTelemetry","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Migration","Blocked","Needs source inspection (single-source)","High","High","M","ATYA-066","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-067-opentelemetry-remove-silent-options-add-production-controls.md","GPT 5.6 SOL (S-0053)","No audit-driven completion claim"
"ATYA-068","ATYA-068 — Define the shared telemetry semantic and cardinality policy","Atya.Roadmap","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Reasonable inference (single-source)","High","High","M","ATYA-066","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-068-define-the-shared-telemetry-semantic-and-cardinality-policy.md","GPT 5.6 SOL (S-0054)","No audit-driven completion claim"
"ATYA-069","ATYA-069 — Correct Tracing propagation, leakage, and no-listener cost","Tracing","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Needs source inspection (single-source)","High","High","M","ATYA-068;ATYA-022","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-069-correct-tracing-propagation-leakage-and-no-listener-cost.md","GPT 5.6 SOL (S-0055)","No audit-driven completion claim"
"ATYA-070","ATYA-070 — Reduce Metrics hot-path allocations and unsafe cardinality defaults","Metrics","","","","","P2","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Needs source inspection (single-source)","High","High","M","ATYA-068","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-070-reduce-metrics-hot-path-allocations-and-unsafe-cardinality-defaults.md","GPT 5.6 SOL (S-0056)","No audit-driven completion claim"
"ATYA-071","ATYA-071 — Make Logging's factory and scope API truthful","Logging","","","","","P2","5 — Messaging, data, web, and diagnostics hardening","Implementation","Blocked","Needs source inspection (single-source)","High","Medium","M","ATYA-033;ATYA-068","","ATYA-057;ATYA-058;ATYA-059","github/issues/ATYA-071-make-logging-s-factory-and-scope-api-truthful.md","GPT 5.6 SOL (S-0057)","No audit-driven completion claim"
"ATYA-072","ATYA-072 — AOT/trim readiness for the Foundation wave","Atya.Roadmap","","","","","P3","5 — Messaging, data, web, and diagnostics hardening","Verification","Blocked","Strongly supported (no AOT metadata anywhere; both note the gap differently)","High","Low","S","ATYA-008;ATYA-007;ATYA-048;ATYA-005","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-072-aot-trim-readiness-for-the-foundation-wave.md","Fable (F-0045)","No audit-driven completion claim"
"ATYA-073","ATYA-073 — Fleet README/documentation uplift with executable checks","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Verification","Blocked","Strongly supported","High","High","M","ATYA-004;ATYA-029","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-073-fleet-readme-documentation-uplift-with-executable-checks.md","Merged (F-0030 + S-0062)","No audit-driven completion claim"
"ATYA-074","ATYA-074 — Publish the starter-stack guides","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","Documentation","Blocked","Verified gap (no public end-to-end walkthrough exists per both)","High","Medium","L","ATYA-022;ATYA-073","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-074-publish-the-starter-stack-guides.md","Fable (F-0033)","No audit-driven completion claim"
"ATYA-075","ATYA-075 — Composition readiness gate + golden reference applications + admission gates","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Verification","Blocked","Verified (planning construct; the gate's *content* is this plan)","High","High","M","ATYA-013;ATYA-008;ATYA-009;ATYA-052;ATYA-014;ATYA-015;ATYA-017;ATYA-021;ATYA-022;ATYA-025;ATYA-051;ATYA-063","ATYA-057;ATYA-058;ATYA-069;ATYA-070;ATYA-065","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-075-composition-readiness-gate-golden-reference-applications-admission-gat.md","Merged (F-0036 + S-0063), trimmed per [Review DIS-020]","No audit-driven completion claim"
"ATYA-076","ATYA-076 — Verify the NuGet template from its packed artifact","Atya.Templates.NuGetPackage","","","","","P1","6 — Migration, documentation, templates, and adoption","Verification","Blocked","Partially implemented; packed-template proof remains while archived-root NU1004 requires git-aware verification","High","High","M","ATYA-017;ATYA-026;ATYA-030","","ATYA-017;ATYA-073;ATYA-074","github/issues/ATYA-076-verify-the-nuget-template-from-its-packed-artifact.md","GPT 5.6 SOL (S-0059)","Partially satisfied"
"ATYA-077","ATYA-077 — Make UiAutomation profile options real or remove them","Atya.Templates.UiAutomation","","","","","P1","6 — Migration, documentation, templates, and adoption","Migration","Blocked","Needs source inspection (single-source)","High","High","L","ATYA-025;ATYA-026;ATYA-036","","ATYA-073;ATYA-074;ATYA-075","github/issues/ATYA-077-make-uiautomation-profile-options-real-or-remove-them.md","GPT 5.6 SOL (S-0060)","No audit-driven completion claim"
"ATYA-078","ATYA-078 — Make UI actor leasing fair, atomic, fenced, and outcome-aware","Atya.Templates.UiAutomation","","","","","P1","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Needs source inspection (single-source)","High","High","L","ATYA-077","","ATYA-073;ATYA-074;ATYA-075","github/issues/ATYA-078-make-ui-actor-leasing-fair-atomic-fenced-and-outcome-aware.md","GPT 5.6 SOL (S-0061)","No audit-driven completion claim"
"ATYA-079","ATYA-079 — Deliver atya-api and atya-microservice templates from the golden compositions","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Verified (planned deliverable)","High","High","L","ATYA-013;ATYA-075;ATYA-036;ATYA-037;ATYA-076;ATYA-010;ATYA-011","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-079-deliver-atya-api-and-atya-microservice-templates-from-the-golden-compo.md","Merged (F-0037 + F-0038 + S-0064)","No audit-driven completion claim"
"ATYA-080","ATYA-080 — Deliver the API-automation and integration-test templates","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Verified (planned deliverable)","High","Medium","L","ATYA-013;ATYA-079;ATYA-078;ATYA-010;ATYA-011;ATYA-037","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-080-deliver-the-api-automation-and-integration-test-templates.md","Merged (F-0039 + S-0065)","No audit-driven completion claim"
"ATYA-081","ATYA-081 — atya-api-gateway: decision, then (maybe) template","Atya.Roadmap","","","","","P3","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Verified (both models defer it)","High","Low","M","ATYA-004;ATYA-079","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-081-atya-api-gateway-decision-then-maybe-template.md","Fable (F-0040; S-0064's gateway clause concurs)","No audit-driven completion claim"
"ATYA-082","ATYA-082 — CLI atya new + automated repo onboarding","Cli","","","","","P2","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Strongly supported (onboarding failure history is Fable's evidence; CLI-mutation caution is GPT's)","High","Medium","L","ATYA-013;ATYA-038;ATYA-039;ATYA-024;ATYA-079;ATYA-080","","ATYA-038;ATYA-073;ATYA-074","github/issues/ATYA-082-cli-atya-new-automated-repo-onboarding.md","Merged (F-0041 + S-0066)","No audit-driven completion claim"
"ATYA-083","ATYA-083 — OpenAPI: admission decision and delivery from the reference API","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Strongly supported (CUT status; template-content resolution is the adjudicated merge)","High","Medium","M","ATYA-004;ATYA-009;ATYA-052;ATYA-075;ATYA-079","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-083-openapi-admission-decision-and-delivery-from-the-reference-api.md","GPT 5.6 SOL (S-0067); decision layer shared with ECO-004 (Fable's disposition)","No audit-driven completion claim"
"ATYA-084","ATYA-084 — Decide admission and scope for Entity Framework Core adapters","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Strongly supported (PARK status + prerequisites)","High","Medium","L","ATYA-058;ATYA-065;ATYA-075","","ATYA-123;ATYA-058;ATYA-065;ATYA-087","github/issues/ATYA-084-entity-framework-core-adapters-behind-provider-conformance-tests.md","GPT 5.6 SOL (S-0068)","No audit-driven completion claim"
"ATYA-085","ATYA-085 — Resolve exception and audit middleware without duplicating Web.Middleware","Middleware","","","","","P2","6 — Migration, documentation, templates, and adoption","Verification","Blocked","Strongly supported (overlap; shipped exception middleware)","High","Medium","M","ATYA-052;ATYA-053;ATYA-022;ATYA-075","","ATYA-055;ATYA-073;ATYA-074","github/issues/ATYA-085-resolve-exception-and-audit-middleware-without-duplicating-web-middlew.md","GPT 5.6 SOL (S-0069); decision layer shared with ECO-004","No audit-driven completion claim"
"ATYA-086","ATYA-086 — Evaluate a provider-neutral OpenFeature integration","Atya.Roadmap","","","","","P3","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Strongly supported (uncataloged status)","High","Low","M","ATYA-068;ATYA-075;ATYA-079","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-086-evaluate-a-provider-neutral-openfeature-integration.md","GPT 5.6 SOL (S-0070)","No audit-driven completion claim"
"ATYA-087","ATYA-087 — Define the multitenancy isolation model before any package","Atya.Roadmap","","","","","P3","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Strongly supported (PARK status)","High","Low","M","ATYA-022;ATYA-068;ATYA-075;ATYA-123","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-087-define-the-multitenancy-isolation-model-before-any-package.md","GPT 5.6 SOL (S-0071)","No audit-driven completion claim"
"ATYA-088","ATYA-088 — Prove SignalR integration as a distinct transport adapter (or template content)","Atya.Roadmap","","","","","P3","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Strongly supported (uncataloged status)","High","Low","M","ATYA-009;ATYA-022;ATYA-075;ATYA-079","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-088-prove-signalr-integration-as-a-distinct-transport-adapter-or-template.md","GPT 5.6 SOL (S-0072)","No audit-driven completion claim"
"ATYA-089","ATYA-089 — Maintainer continuity and account-recovery plan","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","Implementation","Ready","Verified gap (neither source addresses it; solo status per Fable)","High","Medium","M","","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-089-maintainer-continuity-and-account-recovery-plan.md","New finding (BM-01)","No audit-driven completion claim"
"ATYA-090","ATYA-090 — Refresh and verify every branch and default-branch policy before action","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Verification","Blocked","Fully satisfied at the audit snapshot; volatile state must be refreshed before mutation","High","High","L","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-090-audit-every-branch-and-default-branch-policy.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-091","ATYA-091 — Refresh and verify every unmerged-commit classification before action","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Verification","Blocked","Fully satisfied for the available comparison basis; refresh before mutation","High","High","L","ATYA-090","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-091-detect-and-classify-every-unmerged-commit.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-092","ATYA-092 — Refresh and verify every open pull-request classification before action","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Verification","Blocked","Fully satisfied at the audit snapshot: all eight open PRs classified","High","High","L","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-092-classify-every-open-pull-request.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-093","ATYA-093 — Classify every failed or stale CI run","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Audit","Blocked","Partially satisfied: captured failures classified; waiting and post-repair states require refresh","High","High","L","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-093-classify-every-failed-or-stale-ci-run.md","Required cleanup target and implementation-program synthesis","Partially satisfied"
"ATYA-094","ATYA-094 — Refresh and verify every open-issue classification before migration","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Verification","Blocked","Fully satisfied at the audit snapshot: all 19 open issues classified","High","High","L","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-094-inventory-and-classify-every-open-issue.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-095","ATYA-095 — Verify effective rulesets, branch protection, and release controls","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Verification","Blocked","Fully satisfied at the audit snapshot; action requires a live refresh","High","High","M","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-095-audit-rulesets-branch-protection-and-release-controls.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-096","ATYA-096 — Audit tags, releases, and NuGet publication state","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Audit","Blocked","Partially satisfied: public tag/release/NuGet state captured; GitHub Packages and two blockers remain","High","High","L","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-096-audit-tags-releases-and-nuget-publication-state.md","Required cleanup target and implementation-program synthesis","Partially satisfied"
"ATYA-097","ATYA-097 — Audit security and dependency alerts","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Audit","Blocked","Private maintainer evidence; public summary only","High","High","M","ATYA-001","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-097-audit-security-and-dependency-alerts.md","Private organization audit and approved roadmap","Partially satisfied"
"ATYA-098","ATYA-098 — Migrate useful existing issues into standalone ATYA tasks","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Migration","Blocked","Requires authorized live verification","High","High","M","ATYA-094","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-098-migrate-useful-existing-issues-into-standalone-atya-tasks.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-099","ATYA-099 — Verify that no duplicate issues require closure","Atya.Roadmap","","","","","P2","7 — Issue, PR, branch, and repository cleanup","Verification","Blocked","Fully satisfied at the audit snapshot: zero duplicate open issues","High","Medium","M","ATYA-094;ATYA-098","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-099-close-duplicate-issues-with-canonical-links-and-reasons.md","Required cleanup target and implementation-program synthesis","Fully satisfied"
"ATYA-100","ATYA-100 — Resolve stale and superseded issues safely","Atya.Roadmap","","","","","P2","7 — Issue, PR, branch, and repository cleanup","Cleanup","Blocked","Requires authorized live verification","High","Medium","M","ATYA-094;ATYA-098","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-100-resolve-stale-and-superseded-issues-safely.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-101","ATYA-101 — Complete or migrate relevant pull-request work","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Migration","Blocked","Requires authorized live verification","High","High","M","ATYA-092;ATYA-093","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-101-complete-or-migrate-relevant-pull-request-work.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-102","ATYA-102 — Merge or migrate relevant branch work","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Migration","Blocked","Requires authorized live verification","High","High","M","ATYA-003;ATYA-091;ATYA-101","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-102-merge-or-migrate-relevant-branch-work.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-103","ATYA-103 — Delete only verified merged or superseded branches","Atya.Roadmap","","","","","P2","7 — Issue, PR, branch, and repository cleanup","Cleanup","Blocked","Requires authorized live verification","High","Medium","M","ATYA-091;ATYA-095;ATYA-102","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-103-delete-only-verified-merged-or-superseded-branches.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-104","ATYA-104 — Enforce the master/development and default-branch policy","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Implementation","Blocked","Requires authorized live verification","High","High","M","ATYA-003;ATYA-090;ATYA-095;ATYA-103","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-104-enforce-the-master-development-and-default-branch-policy.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-105","ATYA-105 — Verify remediation of all eight audited repository failures","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Verification","Blocked","All eight failures classified; remediation remains incomplete or unverified","High","High","L","ATYA-002;ATYA-031;ATYA-038;ATYA-093;ATYA-126;ATYA-127;ATYA-128;ATYA-129;ATYA-130","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-105-resolve-every-classified-ci-failure.md","Required cleanup target and implementation-program synthesis","Partially satisfied"
"ATYA-106","ATYA-106 — Coordinate and verify release-lineage discrepancy recovery","Atya.Roadmap","","","","","P0","2 — Security, compatibility, and release blockers","Migration","Blocked","Verified release blockers and nonblocking release-record discrepancies require controlled recovery","High","Critical","M","ATYA-003;ATYA-018;ATYA-020;ATYA-031;ATYA-096;ATYA-131","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-106-reconcile-tag-release-and-nuget-publication-discrepancies.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-107","ATYA-107 — Remediate or accept every security and dependency alert","Atya.Roadmap","","","","","P1","7 — Issue, PR, branch, and repository cleanup","Implementation","Blocked","Private maintainer evidence; public summary only","High","High","L","ATYA-026;ATYA-028;ATYA-097;ATYA-125;ATYA-126","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-107-remediate-or-accept-every-security-and-dependency-alert.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-108","ATYA-108 — Verify issue, PR, and branch cleanliness","Atya.Roadmap","","","","","P1","8 — Final fleet validation and closure","Verification","Blocked","Requires authorized live verification","High","High","L","ATYA-099;ATYA-100;ATYA-101;ATYA-103;ATYA-104","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-108-verify-issue-pr-and-branch-cleanliness.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-109","ATYA-109 — Validate every repository for release readiness","Atya.Roadmap","","","","","P1","8 — Final fleet validation and closure","Verification","Blocked","Private maintainer evidence; public summary only","High","High","L","ATYA-073;ATYA-105;ATYA-106;ATYA-107;ATYA-108","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-109-validate-every-repository-for-release-readiness.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-110","ATYA-110 — Close the modernization program with an auditable handoff","Atya.Roadmap","","","","","P2","8 — Final fleet validation and closure","Documentation","Blocked","Requires authorized live verification","High","Medium","M","ATYA-075;ATYA-109","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-110-close-the-modernization-program-with-an-auditable-handoff.md","Required cleanup target and implementation-program synthesis","No audit-driven completion claim"
"ATYA-111","ATYA-111 — Verify and import the reproducible read-only audit evidence bundle","Atya.Roadmap","","","","","P0","0 — Authoritative inventory and evidence","Verification","Ready","Fully satisfied by a 438-file checksum-verified bundle; only acceptance and import remain","High","High","L","","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-111-create-a-reproducible-read-only-audit-evidence-bundle.md","Cross-review omission and final architectural synthesis","Fully satisfied"
"ATYA-112","ATYA-112 — Ratify the ecosystem sensitive-data classification and retention model","Atya.Roadmap","","","","","P1","1 — Source-of-truth policy and architecture decisions","ADR","Blocked","Requires authorized live verification","High","High","L","ATYA-111","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-112-ratify-the-ecosystem-sensitive-data-classification-and-retention-model.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-113","ATYA-113 — Drill compromised-release response and revocation","Atya.Roadmap","","","","","P1","2 — Security, compatibility, and release blockers","Verification","Blocked","Private maintainer evidence; public summary only","High","High","M","ATYA-016;ATYA-018;ATYA-112","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-113-drill-compromised-release-response-and-revocation.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-114","ATYA-114 — Enforce dependency-license compliance in release evidence","Atya.Roadmap","","","","","P1","3 — Build, workflow, and release consolidation","Implementation","Blocked","Requires authorized live verification","High","High","L","ATYA-018;ATYA-032","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-114-enforce-dependency-license-compliance-in-release-evidence.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-115","ATYA-115 — Rehearse coordinated major upgrades with independent adopters","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Verification","Blocked","Requires authorized live verification","High","High","M","ATYA-052;ATYA-075;ATYA-112","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-115-rehearse-coordinated-major-upgrades-with-independent-adopters.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-116","ATYA-116 — Complete the repository-by-dimension evidence matrix","Atya.Roadmap","","","","","P1","0 — Authoritative inventory and evidence","Audit","Blocked","Requires authorized live verification","High","High","M","ATYA-111","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-116-complete-the-repository-by-dimension-evidence-matrix.md","Cross-review omission and final architectural synthesis","Partially satisfied"
"ATYA-117","ATYA-117 — Establish fleet performance baselines and regression budgets","Atya.Roadmap","","","","","P2","5 — Messaging, data, web, and diagnostics hardening","Verification","Blocked","Requires authorized live verification","High","Medium","L","ATYA-030;ATYA-068","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-117-establish-fleet-performance-baselines-and-regression-budgets.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-118","ATYA-118 — Define the generated-project update lifecycle and atya update contract","Atya.Roadmap","","","","","P2","6 — Migration, documentation, templates, and adoption","ADR","Blocked","Requires authorized live verification","High","Medium","M","ATYA-079;ATYA-082;ATYA-115","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-118-define-the-generated-project-update-lifecycle-and-atya-update-contract.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-119","ATYA-119 — Define and adversarially test the golden template security baseline","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Private maintainer evidence; public summary only","High","High","L","ATYA-014;ATYA-015;ATYA-023;ATYA-075;ATYA-112","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-119-define-and-adversarially-test-the-golden-template-security-baseline.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-120","ATYA-120 — Govern readiness classifications and adoption claims","Atya.Roadmap","","","","","P1","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Requires authorized live verification","High","High","M","ATYA-001;ATYA-075;ATYA-116;ATYA-119","","ATYA-001;ATYA-002;ATYA-003","github/issues/ATYA-120-govern-readiness-classifications-and-adoption-claims.md","Cross-review omission and final architectural synthesis","No audit-driven completion claim"
"ATYA-121","ATYA-121 — Ratify Build.Sdk publisher routing and release-recovery policy","Atya.Roadmap","","","","","P0","2 — Security, compatibility, and release blockers","ADR","Blocked","Private maintainer evidence; public summary only","High","Critical","M","ATYA-016;ATYA-020;ATYA-036","","ATYA-031;ATYA-018;ATYA-024","github/issues/ATYA-121-ratify-build-sdk-publisher-routing-and-exception-policy.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-122","ATYA-122 — Decide the public idempotency completion-policy default","Idempotency","","","","","P1","5 — Messaging, data, web, and diagnostics hardening","ADR","Blocked","Strongly supported (Fable F-0026 identifies the public default as behaviorally breaking)","High","High","M","ATYA-002;ATYA-008","","ATYA-057;ATYA-058;ATYA-061","github/issues/ATYA-122-decide-the-public-idempotency-completion-policy-default.md","Split from Fable F-0026 and Claude consolidated ECO-057","No audit-driven completion claim"
"ATYA-123","ATYA-123 — Implement the admitted EF Core outbox adapter behind provider conformance tests","Messaging.Outbox","","","","","P2","6 — Migration, documentation, templates, and adoption","Implementation","Blocked","Strongly supported after ATYA-084 admission; implementation is conditional on the accepted ADR","High","Medium","L","ATYA-084;ATYA-013","","ATYA-058;ATYA-061;ATYA-087","github/issues/ATYA-123-implement-the-admitted-ef-core-outbox-adapter.md","Implementation split from SOL S-0068 and consolidated ECO-067/ECO-084","No audit-driven completion claim"
"ATYA-124","ATYA-124 — Correct and fixture-test platform drift SHA validation","platform","","","","","P1","2 — Security, compatibility, and release blockers","Implementation","Blocked","Private maintainer evidence; public summary only","High","High","M","ATYA-019","","ATYA-026;ATYA-028;ATYA-039","github/issues/ATYA-124-correct-and-fixture-test-platform-drift-sha-validation.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-125","ATYA-125 — Enable and govern private vulnerability reporting","Atya.Roadmap","","","","","P1","2 — Security, compatibility, and release blockers","Implementation","Blocked","Private maintainer evidence; public summary only","High","High","M","ATYA-112","ATYA-026","ATYA-026;ATYA-097;ATYA-107;ATYA-109","github/issues/ATYA-125-enable-and-govern-private-vulnerability-reporting.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-126","ATYA-126 — Remediate the public site's vulnerable Vite toolchain","AtyaLibraries.github.io","","","","","P0","2 — Security, compatibility, and release blockers","Implementation","Ready","Private maintainer evidence; public summary only","High","Critical","M","","","ATYA-040;ATYA-041;ATYA-097;ATYA-105;ATYA-107","github/issues/ATYA-126-remediate-the-public-site-s-vulnerable-vite-toolchain.md","Private organization audit and approved roadmap","No audit-driven completion claim"
"ATYA-127","ATYA-127 — Migrate and verify BackgroundServices release dispatch","BackgroundServices","","","","","P1","3 — Build, workflow, and release consolidation","Migration","Blocked","Private maintainer evidence; public summary only","High","High","S","ATYA-018;ATYA-024","","ATYA-016;ATYA-024;ATYA-105;ATYA-109","github/issues/ATYA-127-migrate-and-verify-backgroundservices-release-dispatch.md","Private organization audit and approved roadmap","Implemented but unverified"
